User_ID,Workspace_ID,Timecard_Date,Hours_Logged
9862085,33435855,09/10/2020,0.25
9862085,33546555,09/10/2020,0.5
9862085,33591395,09/10/2020,1
9862085,33591645,09/10/2020,0.5
9862085,33687525,09/10/2020,0.5
9862085,20459685,09/10/2020,0.25
9862085,33687525,11/10/2020,0.25
9862085,20459495,12/10/2020,0.25
9862085,20459495,12/10/2020,1
9862085,20459495,12/10/2020,2.75
9862085,31669605,12/10/2020,0.016666667
9862085,33435855,12/10/2020,0.75
9862085,33546555,12/10/2020,1
9862085,33591395,12/10/2020,1.5
9862085,33591645,12/10/2020,0.25
9862085,33687525,12/10/2020,0.25
9862085,20459685,12/10/2020,0.5
9862085,20459685,12/10/2020,1.75
9862085,20459685,12/10/2020,0.5
9862085,20459495,13/10/2020,0.5
9862085,20459495,13/10/2020,0.5
9862085,20459495,13/10/2020,4.25
9862085,20459685,13/10/2020,0.5
9862085,20459685,13/10/2020,0.25
9862085,33435855,13/10/2020,0.25
9862085,33546555,13/10/2020,1
9862085,33591395,13/10/2020,1.5
9862085,33591645,13/10/2020,0.25
9862085,33687525,13/10/2020,0.25
9862085,20459495,14/10/2020,0.5
9862085,20459495,14/10/2020,4.5
9862085,20459495,14/10/2020,0.25
9862085,20459685,14/10/2020,0.25
9862085,20459685,14/10/2020,0.5
9862085,33546555,14/10/2020,1
9862085,33591395,14/10/2020,0.25
9862085,33591645,14/10/2020,1
9862085,33687525,14/10/2020,0.25
9862085,33741595,14/10/2020,0.25
9862085,20459495,15/10/2020,0.25
9862085,20459495,15/10/2020,0.5
9862085,20459495,15/10/2020,3
9862085,20459685,15/10/2020,1
9862085,33546555,15/10/2020,1
9862085,33591395,15/10/2020,0.25
9862085,33591645,15/10/2020,1
9862085,33687525,15/10/2020,0.25
9862085,33741595,15/10/2020,0.5
9862085,20459685,15/10/2020,0.25
9862085,20459685,15/10/2020,0.5
9862085,20459495,16/10/2020,0.5
9862085,20459495,16/10/2020,2.5
9862085,20459495,16/10/2020,0.25
9862085,33546555,16/10/2020,1
9862085,33591395,16/10/2020,0.5
9862085,33591645,16/10/2020,0.5
9862085,33687525,16/10/2020,0.25
9862085,33741595,16/10/2020,0.25
9862085,33850495,16/10/2020,0.5
9862085,20459685,16/10/2020,0.25
9862085,20459685,16/10/2020,1.5
9862085,20459685,16/10/2020,0.25
9862085,33687525,18/10/2020,0.25
9862085,20459495,19/10/2020,2.5
9862085,20459495,19/10/2020,0.5
9862085,31669605,19/10/2020,0.016666667
9862085,33546555,19/10/2020,1
9862085,33591395,19/10/2020,0.5
9862085,33591645,19/10/2020,0.25
9862085,33687525,19/10/2020,0.5
9862085,33741595,19/10/2020,0.5
9862085,20459685,19/10/2020,1
9862085,33850495,19/10/2020,0.083333333
9862085,20459685,19/10/2020,0.5
9862085,20459685,19/10/2020,0.5
9862085,20459495,20/10/2020,0.25
9862085,20459495,20/10/2020,0.75
9862085,20459495,20/10/2020,3
9862085,20459685,20/10/2020,0.5
9862085,33546555,20/10/2020,1
9862085,33591395,20/10/2020,0.5
9862085,33591645,20/10/2020,0.25
9862085,33687525,20/10/2020,0.25
9862085,33741595,20/10/2020,0.25
9862085,33850495,20/10/2020,0.083333333
9862085,20459685,20/10/2020,1.5
9862085,20459685,20/10/2020,0.5
9862085,20459495,21/10/2020,2
9862085,20459495,21/10/2020,0.25
9862085,20459495,21/10/2020,0.5
9862085,20459685,21/10/2020,0.5
9862085,20459685,21/10/2020,1
9862085,33546555,21/10/2020,1
9862085,33591395,21/10/2020,1
9862085,33591645,21/10/2020,0.25
9862085,33687525,21/10/2020,0.25
9862085,33741595,21/10/2020,0.25
9862085,33850495,21/10/2020,0.25
9862085,20459685,21/10/2020,1.5
9862085,20459495,22/10/2020,0.25
9862085,20459495,22/10/2020,0.5
9862085,20459495,22/10/2020,2
9862085,20459685,22/10/2020,0.75
9862085,20459685,22/10/2020,0.5
9862085,20459685,22/10/2020,1
9862085,33546555,22/10/2020,1
9862085,33591395,22/10/2020,1
9862085,33591645,22/10/2020,0.25
9862085,33687525,22/10/2020,0.25
9862085,33741595,22/10/2020,0.25
9862085,33850495,22/10/2020,0.5
9862085,20459495,23/10/2020,3
9862085,20459495,23/10/2020,0.25
9862085,20459495,23/10/2020,0.5
9862085,33546555,23/10/2020,1
9862085,33591395,23/10/2020,1
9862085,33591645,23/10/2020,0.25
9862085,33687525,23/10/2020,0.5
9862085,33741595,23/10/2020,0.25
9862085,33850495,23/10/2020,0.5
9862085,20459685,23/10/2020,0.5
9862085,33546555,24/10/2020,0.25
9862085,33687525,24/10/2020,0.25
9862085,20459495,26/10/2020,2
9862085,20459495,26/10/2020,1
9862085,20459495,26/10/2020,0.25
9862085,31669605,26/10/2020,0.25
9862085,20459685,26/10/2020,0.25
9862085,20459685,26/10/2020,1.5
9862085,33546555,26/10/2020,0.5
9862085,33591395,26/10/2020,0.5
9862085,33591645,26/10/2020,0.25
9862085,33687525,26/10/2020,0.5
9862085,33741595,26/10/2020,0.75
9862085,20459685,26/10/2020,1
9862085,20459495,27/10/2020,2
9862085,20459495,27/10/2020,0.25
9862085,20459495,27/10/2020,1
9862085,20459685,27/10/2020,1.5
9862085,20459685,27/10/2020,0.25
9862085,33546555,27/10/2020,0.5
9862085,33591395,27/10/2020,0.5
9862085,33591645,27/10/2020,0.25
9862085,33687525,27/10/2020,0.25
9862085,20459685,27/10/2020,1.5
9862085,20459495,28/10/2020,1
9862085,20459495,28/10/2020,0.25
9862085,20459495,28/10/2020,2.5
9862085,20459685,28/10/2020,1
9862085,33546555,28/10/2020,0.5
9862085,33591395,28/10/2020,0.5
9862085,33591645,28/10/2020,0.25
9862085,33687525,28/10/2020,0.25
9862085,20459685,28/10/2020,0.25
9862085,20459685,28/10/2020,1.5
9862085,20459495,29/10/2020,0.25
9862085,20459495,29/10/2020,2.5
9862085,20459495,29/10/2020,1
9862085,20459685,29/10/2020,1
9862085,20459685,29/10/2020,0.25
9862085,33546555,29/10/2020,0.5
9862085,33591395,29/10/2020,0.5
9862085,33591645,29/10/2020,0.25
9862085,33687525,29/10/2020,0.25
9862085,20459685,29/10/2020,1.5
9862085,20459495,30/10/2020,1
9862085,20459495,30/10/2020,3
9862085,20459495,30/10/2020,1
9862085,33546555,30/10/2020,0.5
9862085,33591395,30/10/2020,0.5
9862085,33591645,30/10/2020,0.25
9862085,33687525,30/10/2020,0.25
9862085,33850495,30/10/2020,0.5
9862085,20459685,30/10/2020,0.25
9862085,20459495,02/11/2020,1.5
9862085,20459495,02/11/2020,1
9862085,20459495,02/11/2020,0.25
9862085,20459685,02/11/2020,1.25
9862085,20459685,02/11/2020,1.5
9862085,33546555,02/11/2020,0.5
9862085,33591395,02/11/2020,0.25
9862085,33591645,02/11/2020,0.25
9862085,33741595,02/11/2020,0.75
9862085,20459685,02/11/2020,0.25
9862085,34182075,02/11/2020,0.5
9862085,20459495,03/11/2020,0.25
9862085,20459495,03/11/2020,3.5
9862085,20459495,03/11/2020,1
9862085,20459685,03/11/2020,1.5
9862085,20459685,03/11/2020,0.25
9862085,33546555,03/11/2020,0.5
9862085,33591395,03/11/2020,0.25
9862085,33591645,03/11/2020,0.25
9862085,33741595,03/11/2020,0.25
9862085,34182075,03/11/2020,0.25
9862085,20459495,04/11/2020,2.75
9862085,20459495,04/11/2020,1
9862085,20459495,04/11/2020,0.25
9862085,20459685,04/11/2020,2.5
9862085,33546555,04/11/2020,0.5
9862085,33591645,04/11/2020,0.25
9862085,33591395,04/11/2020,0.25
9862085,33741595,04/11/2020,0.25
9862085,20459685,04/11/2020,0.25
9862085,20459495,05/11/2020,1
9862085,20459495,05/11/2020,2
9862085,20459495,05/11/2020,0.25
9862085,31669605,05/11/2020,0.25
9862085,20459685,05/11/2020,0.25
9862085,20459685,05/11/2020,1.5
9862085,33546555,05/11/2020,0.5
9862085,33591395,05/11/2020,0.25
9862085,33591645,05/11/2020,0.25
9862085,33741595,05/11/2020,0.25
9862085,20459685,05/11/2020,1.5
9862085,33850495,06/11/2020,0.5
9862085,18856515,13/11/2020,8
9862085,20459495,23/11/2020,2
9862085,20459495,23/11/2020,3.5
9862085,31669605,23/11/2020,0.25
9862085,20459685,23/11/2020,0.5
9862085,33591395,23/11/2020,0.25
9862085,33591645,23/11/2020,0.25
9862085,33741595,23/11/2020,0.25
9862085,33850495,23/11/2020,0.5
9862085,34182075,23/11/2020,0.25
9862085,20459685,23/11/2020,0.25
9862085,20459495,24/11/2020,4
9862085,20459495,24/11/2020,2.5
9862085,20459685,24/11/2020,0.5
9862085,33591395,24/11/2020,0.25
9862085,33591645,24/11/2020,0.25
9862085,20459685,24/11/2020,0.25
9862085,33741595,24/11/2020,0.5
9862085,33850495,24/11/2020,0.25
9862085,34182075,24/11/2020,0.5
9862085,20459495,25/11/2020,3.5
9862085,20459495,25/11/2020,0.083333333
9862085,20459495,25/11/2020,2
9862085,33591395,25/11/2020,0.25
9862085,33591645,25/11/2020,0.25
9862085,33741595,25/11/2020,0.25
9862085,33850495,25/11/2020,0.75
9862085,20459685,25/11/2020,0.25
9862085,20459495,30/11/2020,0.25
9862085,20459495,30/11/2020,3
9862085,20459495,30/11/2020,2
9862085,31669605,30/11/2020,0.25
9862085,20459685,30/11/2020,0.25
9862085,33591645,30/11/2020,0.25
9862085,33591395,30/11/2020,0.25
9862085,33741595,30/11/2020,1
9862085,20459685,30/11/2020,0.5
9862085,33850495,30/11/2020,0.75
9862085,20459495,01/12/2020,3.25
9862085,20459495,01/12/2020,1.75
9862085,20459685,01/12/2020,0.25
9862085,20459685,01/12/2020,2.5
9862085,33591395,01/12/2020,0.25
9862085,33591645,01/12/2020,0.25
9862085,33741595,01/12/2020,0.25
9862085,33850495,01/12/2020,0.25
9862085,20459495,02/12/2020,4
9862085,20459495,02/12/2020,2
9862085,20459685,02/12/2020,0.25
9862085,33591395,02/12/2020,0.25
9862085,33591645,02/12/2020,0.25
9862085,33741595,02/12/2020,0.25
9862085,20459685,02/12/2020,1
9862085,33850495,02/12/2020,0.5
9862085,20459495,03/12/2020,2
9862085,20459495,03/12/2020,5
9862085,20459685,03/12/2020,0.5
9862085,33591395,03/12/2020,0.25
9862085,33591645,03/12/2020,0.25
9862085,33741595,03/12/2020,0.25
9862085,33850495,03/12/2020,0.25
9862085,20459685,03/12/2020,0.25
9862085,20459495,04/12/2020,2
9862085,20459495,04/12/2020,5
9862085,20459685,04/12/2020,0.25
9862085,33591395,04/12/2020,0.25
9862085,33591645,04/12/2020,0.25
9862085,33741595,04/12/2020,0.25
9862085,33850495,04/12/2020,0.25
9862085,20459495,07/12/2020,2
9862085,20459495,07/12/2020,2
9862085,20459495,07/12/2020,0.25
9862085,31669605,07/12/2020,0.25
9862085,20459685,07/12/2020,1
9862085,20459685,07/12/2020,1.5
9862085,33591395,07/12/2020,0.25
9862085,33591645,07/12/2020,0.25
9862085,33741595,07/12/2020,0.5
9862085,33850495,07/12/2020,0.5
9862085,20459685,07/12/2020,0.25
9862085,20459495,08/12/2020,1.5
9862085,20459495,08/12/2020,2
9862085,31669605,08/12/2020,1
9862085,20459685,08/12/2020,2.5
9862085,33591395,08/12/2020,0.25
9862085,33591645,08/12/2020,0.25
9862085,33741595,08/12/2020,0.5
9862085,33850495,08/12/2020,0.25
9862085,20459685,08/12/2020,0.25
9862085,20459495,09/12/2020,2
9862085,20459495,09/12/2020,4
9862085,20459685,09/12/2020,0.25
9862085,20459685,09/12/2020,1.5
9862085,20459685,09/12/2020,1
9862085,33741595,09/12/2020,0.25
9862085,33850495,09/12/2020,0.25
9862085,20459495,10/12/2020,4
9862085,20459495,10/12/2020,2
9862085,20459685,10/12/2020,0.25
9862085,33741595,10/12/2020,0.25
9862085,20459685,10/12/2020,1.5
9862085,33850495,10/12/2020,0.25
9862085,20459495,11/12/2020,2
9862085,20459495,11/12/2020,4
9862085,33741595,11/12/2020,0.25
9862085,33850495,11/12/2020,0.75
9862085,20459685,11/12/2020,0.25
9862085,20459685,11/12/2020,0.5
9862085,20459495,14/12/2020,0.016666667
9862085,20459495,14/12/2020,3
9862085,20459495,14/12/2020,3
9862085,31669605,14/12/2020,0.25
9862085,20459685,14/12/2020,1
9862085,20459685,14/12/2020,0.5
9862085,33741595,14/12/2020,0.5
9862085,33850495,14/12/2020,0.25
9862085,20459685,14/12/2020,0.25
9862085,20459495,15/12/2020,2
9862085,20459495,15/12/2020,3
9862085,20459685,15/12/2020,2.5
9862085,20459685,15/12/2020,0.25
9862085,20459685,15/12/2020,1
9862085,33741595,15/12/2020,0.25
9862085,33850495,15/12/2020,0.5
9862085,20459495,16/12/2020,3
9862085,20459495,16/12/2020,5
9862085,33741595,16/12/2020,0.25
9862085,33850495,16/12/2020,0.25
9862085,20459685,16/12/2020,0.25
9862085,20459495,17/12/2020,2.5
9862085,20459495,17/12/2020,4
9862085,20459685,17/12/2020,0.25
9862085,20459685,17/12/2020,1
9862085,33741595,17/12/2020,0.25
9862085,33850495,17/12/2020,0.25
9862085,20459685,17/12/2020,0.75
9862085,20459495,18/12/2020,3.5
9862085,20459495,18/12/2020,2.5
9862085,20459685,18/12/2020,1
9862085,33741595,18/12/2020,0.25
9862085,33850495,18/12/2020,0.75
9862085,20459685,18/12/2020,0.25
9862085,20459495,21/12/2020,0.016666667
9862085,20459495,21/12/2020,2
9862085,20459495,21/12/2020,3
9862085,20459685,21/12/2020,0.25
9862085,31669605,21/12/2020,0.016666667
9862085,33741595,21/12/2020,1
9862085,20459685,21/12/2020,1
9862085,33850495,21/12/2020,0.5
9862085,20459685,21/12/2020,1
9862085,20459495,22/12/2020,2.5
9862085,20459495,22/12/2020,3.75
9862085,20459685,22/12/2020,0.5
9862085,33741595,22/12/2020,0.5
9862085,33850495,22/12/2020,0.5
9862085,20459685,22/12/2020,0.25
9862085,18856515,23/12/2020,4
9862085,20459495,23/12/2020,1.75
9862085,20459495,23/12/2020,2
9862085,20459685,23/12/2020,0.25
9862085,33850495,23/12/2020,0.25
9862085,18856515,28/12/2020,4
9862085,20459495,28/12/2020,1.5
9862085,20459495,28/12/2020,2
9862085,20459495,28/12/2020,0.016666667
9862085,31669605,28/12/2020,0.016666667
9862085,20459685,28/12/2020,0.016666667
9862085,20459685,28/12/2020,0.016666667
9862085,33741595,28/12/2020,0.25
9862085,33850495,28/12/2020,0.25
9862085,20459685,28/12/2020,0.016666667
9862085,18856515,29/12/2020,4
9862085,20459495,29/12/2020,1.5
9862085,20459495,29/12/2020,2
9862085,33741595,29/12/2020,0.25
9862085,33850495,29/12/2020,0.25
9862085,18856515,30/12/2020,4
9862085,20459495,30/12/2020,1.5
9862085,20459495,30/12/2020,2
9862085,33741595,30/12/2020,0.25
9862085,33850495,30/12/2020,0.25
9862085,18856515,31/12/2020,4
9862085,20459495,31/12/2020,2
9862085,20459495,31/12/2020,1.5
9862085,33741595,31/12/2020,0.25
9862085,33850495,31/12/2020,0.25
9862085,20459495,04/01/2021,3
9862085,20459495,04/01/2021,2
9862085,20459495,04/01/2021,0.016666667
9862085,31669605,04/01/2021,0.25
9862085,20459685,04/01/2021,0.25
9862085,20459685,04/01/2021,1
9862085,33741595,04/01/2021,0.5
9862085,33850495,04/01/2021,0.25
9862085,34614735,04/01/2021,1
9862085,20459495,05/01/2021,2
9862085,20459495,05/01/2021,2.5
9862085,31669605,05/01/2021,0.25
9862085,20459685,05/01/2021,0.5
9862085,20459685,05/01/2021,0.25
9862085,33741595,05/01/2021,2.5
9862085,33850495,05/01/2021,0.25
9862085,20459495,06/01/2021,3.5
9862085,20459495,06/01/2021,2
9862085,20459685,06/01/2021,0.25
9862085,33741595,06/01/2021,2
9862085,33850495,06/01/2021,0.25
9862085,20459685,06/01/2021,0.5
9862085,20459495,07/01/2021,3.5
9862085,20459495,07/01/2021,3
9862085,33741595,07/01/2021,0.25
9862085,33850495,07/01/2021,0.25
9862085,20459685,07/01/2021,0.25
9862085,20459685,07/01/2021,0.5
9862085,20459495,08/01/2021,2
9862085,20459495,08/01/2021,2
9862085,20459685,08/01/2021,1.5
9862085,31669605,08/01/2021,0.75
9862085,20459685,08/01/2021,0.25
9862085,33741595,08/01/2021,0.25
9862085,33850495,08/01/2021,0.25
9862085,34614735,08/01/2021,1
9862085,20459685,08/01/2021,0.5
9862085,20459495,11/01/2021,0.016666667
9862085,20459495,11/01/2021,2
9862085,20459495,11/01/2021,2
9862085,20459685,11/01/2021,2
9862085,33741595,11/01/2021,0.75
9862085,33850495,11/01/2021,0.5
9862085,20459685,11/01/2021,0.5
9862085,20459685,11/01/2021,0.25
9862085,20459495,12/01/2021,2
9862085,20459495,12/01/2021,2
9862085,31669605,12/01/2021,0.75
9862085,20459685,12/01/2021,0.5
9862085,33850495,12/01/2021,0.5
9862085,20459685,12/01/2021,0.25
9862085,34614735,12/01/2021,0.5
9862085,35456125,12/01/2021,0.25
9862085,20459685,12/01/2021,1.5
9862085,20459495,13/01/2021,2
9862085,20459495,13/01/2021,3
9862085,31669605,13/01/2021,0.25
9862085,20459685,13/01/2021,1.5
9862085,33850495,13/01/2021,0.25
9862085,20459685,13/01/2021,0.25
9862085,35456125,13/01/2021,0.25
9862085,20459495,14/01/2021,2
9862085,20459495,14/01/2021,3
9862085,20459685,14/01/2021,1
9862085,20459685,14/01/2021,0.25
9862085,33850495,14/01/2021,0.5
9862085,34614735,14/01/2021,0.5
9862085,20459685,14/01/2021,1
9862085,35456125,14/01/2021,0.25
9862085,20459495,15/01/2021,2
9862085,20459495,15/01/2021,2.5
9862085,20459685,15/01/2021,2
9862085,33741595,15/01/2021,0.25
9862085,20459685,15/01/2021,0.25
9862085,34614735,15/01/2021,0.25
9862085,35456125,15/01/2021,0.25
9862085,20459495,19/01/2021,3.75
9862085,20459495,19/01/2021,2.5
9862085,20459495,19/01/2021,0.016666667
9862085,31669605,19/01/2021,0.016666667
9862085,20459685,19/01/2021,0.5
9862085,20459685,19/01/2021,0.5
9862085,20459685,19/01/2021,0.25
9862085,33741595,19/01/2021,0.25
9862085,33765855,19/01/2021,0.25
9862085,33850495,19/01/2021,0.5
9862085,34614735,19/01/2021,0.25
9862085,35456125,19/01/2021,0.25
9862085,35521025,19/01/2021,0.75
9862085,20459495,20/01/2021,3
9862085,20459495,20/01/2021,3.25
9862085,20459685,20/01/2021,1
9862085,20459685,20/01/2021,0.5
9862085,33765855,20/01/2021,0.5
9862085,33850495,20/01/2021,0.25
9862085,34614735,20/01/2021,1
9862085,20459685,20/01/2021,0.25
9862085,35456125,20/01/2021,0.25
9862085,35521025,20/01/2021,0.25
9862085,20459495,21/01/2021,2.5
9862085,20459495,21/01/2021,1.5
9862085,20459495,21/01/2021,0.5
9862085,20459685,21/01/2021,1.5
9862085,33765855,21/01/2021,0.25
9862085,33850495,21/01/2021,0.25
9862085,34614735,21/01/2021,0.25
9862085,20459685,21/01/2021,0.25
9862085,35456125,21/01/2021,0.25
9862085,35521025,21/01/2021,0.25
9862085,20459685,21/01/2021,0.5
9862085,20459495,22/01/2021,2.5
9862085,20459495,22/01/2021,2
9862085,31669605,22/01/2021,1
9862085,20459685,22/01/2021,1
9862085,33765855,22/01/2021,0.25
9862085,33850495,22/01/2021,0.25
9862085,34614735,22/01/2021,0.25
9862085,20459685,22/01/2021,0.25
9862085,35456125,22/01/2021,0.25
9862085,35521025,22/01/2021,0.25
9862085,20459495,25/01/2021,0.5
9862085,20459495,25/01/2021,2.5
9862085,20459495,25/01/2021,2
9862085,20459685,25/01/2021,1
9862085,20459685,25/01/2021,1.5
9862085,33765855,25/01/2021,0.5
9862085,33850495,25/01/2021,0.25
9862085,20459685,25/01/2021,0.25
9862085,34614735,25/01/2021,0.25
9862085,35456125,25/01/2021,0.75
9862085,35521025,25/01/2021,0.75
9862085,20459495,26/01/2021,1.75
9862085,20459495,26/01/2021,2.25
9862085,31669605,26/01/2021,0.25
9862085,20459685,26/01/2021,0.5
9862085,20459685,26/01/2021,1
9862085,20459685,26/01/2021,0.25
9862085,33765855,26/01/2021,0.25
9862085,33850495,26/01/2021,0.25
9862085,34448185,26/01/2021,0.75
9862085,34614735,26/01/2021,0.25
9862085,35456125,26/01/2021,0.25
9862085,35521025,26/01/2021,0.25
9862085,20459495,27/01/2021,2.5
9862085,20459495,27/01/2021,2
9862085,31669605,27/01/2021,0.25
9862085,20459685,27/01/2021,0.25
9862085,20459685,27/01/2021,1
9862085,20459685,27/01/2021,0.5
9862085,33741595,27/01/2021,0.25
9862085,33765855,27/01/2021,0.25
9862085,33850495,27/01/2021,0.25
9862085,34614735,27/01/2021,0.25
9862085,35456125,27/01/2021,0.25
9862085,35521025,27/01/2021,0.25
9862085,20459495,29/01/2021,3
9862085,20459495,29/01/2021,1.75
9862085,31669605,29/01/2021,0.25
9862085,20459685,29/01/2021,1.5
9862085,33765855,29/01/2021,0.25
9862085,33850495,29/01/2021,0.5
9862085,20459685,29/01/2021,0.25
9862085,34614735,29/01/2021,0.25
9862085,35456125,29/01/2021,0.25
9862085,35521025,29/01/2021,0.5
9862085,33850495,30/01/2021,0.25
9862085,20459495,01/02/2021,1
9862085,20459495,01/02/2021,2
9862085,20459495,01/02/2021,0.016666667
9862085,31669605,01/02/2021,0.25
9862085,20459685,01/02/2021,0.25
9862085,33765855,01/02/2021,0.5
9862085,33850495,01/02/2021,0.5
9862085,34448185,01/02/2021,0.25
9862085,34614735,01/02/2021,0.25
9862085,20459685,01/02/2021,1
9862085,35456125,01/02/2021,0.25
9862085,20459685,01/02/2021,1
9862085,35521025,01/02/2021,0.5
9862085,20459495,02/02/2021,2
9862085,20459495,02/02/2021,1.5
9862085,31669605,02/02/2021,0.25
9862085,20459685,02/02/2021,0.25
9862085,33765855,02/02/2021,0.25
9862085,33850495,02/02/2021,0.25
9862085,34614735,02/02/2021,0.25
9862085,20459685,02/02/2021,2.5
9862085,35456125,02/02/2021,0.25
9862085,35521025,02/02/2021,0.25
9862085,20459495,03/02/2021,1
9862085,20459495,03/02/2021,1
9862085,31669605,03/02/2021,1
9862085,33765855,03/02/2021,0.25
9862085,20459685,03/02/2021,0.25
9862085,33850495,03/02/2021,0.25
9862085,34614735,03/02/2021,0.25
9862085,20459685,03/02/2021,2.5
9862085,35456125,03/02/2021,0.25
9862085,35521025,03/02/2021,0.25
9862085,20459685,03/02/2021,1
9862085,20459495,04/02/2021,1
9862085,20459495,04/02/2021,2
9862085,31669605,04/02/2021,0.25
9862085,20459685,04/02/2021,1.5
9862085,20459685,04/02/2021,0.25
9862085,33765855,04/02/2021,0.25
9862085,33850495,04/02/2021,0.25
9862085,20459685,04/02/2021,1
9862085,34614735,04/02/2021,0.25
9862085,35456125,04/02/2021,0.25
9862085,35521025,04/02/2021,0.25
9862085,20459495,05/02/2021,1.5
9862085,20459495,05/02/2021,2.5
9862085,31669605,05/02/2021,0.25
9862085,20459685,05/02/2021,0.25
9862085,33765855,05/02/2021,0.25
9862085,33850495,05/02/2021,0.25
9862085,34614735,05/02/2021,0.5
9862085,35456125,05/02/2021,0.25
9862085,35521025,05/02/2021,0.25
9862085,20459685,05/02/2021,2
9862085,20459495,08/02/2021,1.5
9862085,20459495,08/02/2021,1
9862085,20459495,08/02/2021,0.016666667
9862085,31669605,08/02/2021,0.5
